GENE	TCGA-OR-A5J1	TCGA-OR-A5J2	TCGA-OR-A5J3
SMAD3	989.4332	1256.6094	524.9593
SMAD4	1232.4688	1502.8743	740.0385
SMAD5OS	4.8031	2.0132	11.2576
SMAD5	1362.6321	1103.2073	1306.4731
SMAD6	50.4323	344.2490	59.2505
SMAD7	780.9798	1259.0252	414.7534
SMAD9	7.6849	96.2287	31.4028
SMAGP	556.6763	748.8925	74.6556
SMAP1	855.1441	1028.9944	919.9289
SMAP2	955.8117	626.8955	734.7060
SMARCA1	7184.4380	3621.6603	2876.6109
SMARCA2	3171.9500	2777.3444	1124.5741
SMARCA4	2121.0375	3562.0710	3173.4558
SMARCA5	2089.8175	2407.7941	1743.7417
SMARCAD1	524.4957	603.5429	598.4299
SMARCAL1	482.7089	814.9239	551.6220
SMARCB1	2580.2113	1403.1669	1043.4010
SMARCC1	1084.5341	2556.7029	980.5955
SMARCC2	2475.0240	5311.0974	2389.5719
SMARCD1	2888.0884	3370.0163	2521.7005
SMARCD2	1558.1172	1928.1969	1523.9224
SMARCD3	1159.4621	1724.8686	3936.6020
SMARCE1	2493.7560	1449.0668	1175.5296
SMC1A	1507.6849	2121.4595	1243.6676
SMC1B	12.4880	1.6105	0.5925
SMC2	334.2939	441.2829	287.9573
SMC3	797.7906	2766.4734	735.2985
SMC4	2317.4832	2692.3894	483.4839
SMC5	529.7791	506.1064	437.8611
SMC6	355.9078	395.7857	352.5404
SMCHD1	527.3775	788.3503	475.1889
SMCP	0.0000	0.8053	0.0000
SMCR5	0.9606	0.0000	0.0000
SMCR7L	407.7810	1042.4101	773.8113
SMCR7	764.6494	572.1378	596.6523
SMCR8	489.4957	1289.2225	435.5147
SMEK1	1304.0346	885.3842	1402.4589
SMEK2	1395.2930	1886.3234	1097.3189
SMEK3P	0.0000	0.4026	0.0000
SMG1	908.2613	1552.9454	1874.0927
SMG5	2451.4890	4272.7136	2035.2540
SMG6	1004.8031	656.6902	799.8815
SMG7	1307.8770	2222.9224	1408.9764
SMN1	5.2450	1.3649	4.4853
SMN2	1382.3631	846.1720	1195.3370
SMNDC1	683.4774	938.5314	436.0835
SMOC1	56.6763	2.8184	11.8501
SMOC2	76.3689	79.3182	57.4730
SMOX	73.4870	148.5706	366.1680
SMO	704.1306	549.5905	548.6595
SMPD1	1134.4861	4016.6407	1166.0495
SMPD2	92.6993	142.5312	113.7609
SMPD3	142.1710	28.5868	116.7234
SMPD4	1768.9721	1513.4876	1764.4793
SMPDL3A	777.6177	150.5838	786.8464
SMPDL3B	4.3228	2.0132	0.5925
SMPX	0.0000	11.2737	0.0000
SMR3A	0.0000	11.6763	0.0000
SMR3B	0.0000	835.0554	1.1850
SMS	23650.3362	11701.6469	4407.6433
SMTNL1	1.4409	0.4026	7.1101
SMTNL2	19.2123	2.0132	2.3700
SMTN	298.7512	547.9800	287.9573
SMU1	1774.2555	2256.3407	1239.5201
SMUG1	777.6177	788.7529	894.6823
SMURF1	2448.5495	1632.3683	1785.5310
SMURF2	388.0884	588.6456	191.9716
SMYD1	0.0000	0.0000	0.5925
SMYD2	964.9376	2673.8684	843.7269
SMYD3	340.5379	788.3503	315.2126
SMYD4	1178.1940	324.5201	343.0603
SMYD5	1302.1134	1066.5679	994.2231
SNAI1	35.0624	101.8655	78.2106
SNAI2	966.8588	387.3304	212.7092
SNAI3	15.8501	16.9105	23.7002
SNAP23	1084.0538	934.5051	779.7363
SNAP25	1903.4582	467.4539	22.5152
SNAP29	1163.3045	809.2871	670.1229
SNAP47	480.0000	1297.5972	599.4075
SNAP91	334.7743	74.0840	4.1475
SNAPC1	375.6004	332.5727	334.7652
SNAPC2	1016.8108	403.4356	1529.2549
SNAPC3	741.5946	955.8445	739.4460
SNAPC4	289.6254	250.4361	497.1115
SNAPC5	89.6590	130.6415	64.0438
SNAPIN	799.2315	1131.7940	599.6149
SNAR-A13	0.0000	0.0000	0.0000
SNAR-A2	0.0000	0.0000	0.0000
SNAR-A3	0.0000	0.0000	0.0000
SNAR-A4	0.0000	0.0000	0.0000
SNAR-B2	0.0000	0.0000	0.0000
SNAR-C2	0.0000	0.0000	0.0000
SNAR-C3	0.0000	0.0000	0.0000
SNAR-C4	0.0000	0.0000	0.0000
SNAR-D	0.0000	0.0000	0.0000
SNAR-E	0.0000	0.0000	0.0000
SNAR-F	0.0000	0.0000	0.0000
SNAR-G1	0.0000	0.0000	0.0000
SNAR-G2	0.0000	0.0000	0.0000
SNAR-H	0.0000	0.0000	0.0000
SNAR-I	0.0000	0.0000	0.0000
SNCAIP	43.7080	41.4709	37.3278
SNCA	8.6455	6.4421	46.2154
SNCB	1.9212	3.6237	1529.2549
SNCG	12892.4111	4039.1880	2168.5676
SND1	3280.4995	7534.4224	8402.9033
SNED1	1480.3074	1894.7786	606.7249
SNF8	939.0010	698.9663	751.8886
SNHG10	272.3343	73.2787	125.6110
SNHG11	307.8386	229.1772	161.5642
SNHG12	86.9356	285.4649	116.7234
SNHG1	490.8742	851.1606	309.2875
SNHG3-RCC1	69.6974	144.4718	320.0237
SNHG3	28.8184	13.2868	42.6603
SNHG4	2.9539	9.0431	1.2028
SNHG5	1201.2488	2328.4115	638.1277
SNHG6	970.7012	1131.7940	514.8867
SNHG7	479.3516	1451.2450	638.9572
SNHG8	152.7378	437.6592	503.0366
SNHG9	94.1402	27.7815	68.7306
SNIP1	160.9030	190.4442	160.5688
SNN	1090.2978	1358.4749	3539.6238
SNORA10	0.0000	0.0000	0.0000
SNORA11B	0.0000	0.0000	0.0000
SNORA11C	0.0000	0.0000	0.0000
SNORA11D	0.0000	0.0000	0.0000
SNORA11E	0.0000	0.0000	0.0000
SNORA11	0.0000	0.0000	0.0000
SNORA12	0.0000	0.0000	0.0000
SNORA13	0.0000	0.0000	0.0000
SNORA14A	0.0000	0.0000	0.0000
SNORA14B	0.0000	0.0000	0.0000
SNORA15	0.0000	0.0000	0.0000
SNORA16A	0.0000	0.0000	0.0000
SNORA16B	0.0000	0.0000	0.0000
SNORA18	0.0000	0.0000	0.0000
SNORA19	0.0000	0.0000	0.0000
SNORA1	0.0000	0.0000	0.0000
SNORA20	0.0000	0.0000	0.0000
SNORA21	0.4803	0.0000	0.0000
SNORA22	0.0000	0.0000	0.0000
SNORA23	1.4409	0.0000	0.0000
SNORA24	0.0000	0.0000	0.0000
SNORA25	0.0000	0.0000	0.0000
SNORA26	0.0000	0.0000	0.0000
SNORA27	0.0000	0.0000	0.0000
SNORA28	0.0000	0.0000	0.0000
SNORA29	0.0000	0.0000	0.0000
SNORA2A	0.0000	0.0000	0.0000
SNORA2B	0.0000	0.0000	0.0000
SNORA30	0.0000	0.0000	0.0000
SNORA31	0.0000	0.0000	0.0000
SNORA32	0.0000	0.0000	0.0000
SNORA34	0.0000	0.0000	0.0000
SNORA35	0.0000	0.0000	0.0000
SNORA36A	0.0000	0.0000	0.0000
SNORA36B	0.0000	0.0000	0.0000
SNORA36C	0.0000	0.0000	0.0000
SNORA37	0.0000	0.0000	0.0000
SNORA38B	0.0000	0.0000	0.0000
SNORA38	0.0000	0.0000	0.0000
SNORA39	3.8809	9.5826	5.5221
SNORA3	0.0000	0.0000	0.0000
SNORA40	0.0000	0.0000	0.0000
SNORA41	0.0000	0.0000	0.0000
SNORA42	0.0000	0.0000	0.0000
SNORA44	0.0000	0.0000	0.0000
SNORA45	0.0000	0.0000	0.0000
SNORA46	0.0000	0.0000	0.0000
SNORA47	0.0000	0.0000	0.0000
SNORA48	0.0000	0.0000	0.0000
SNORA49	0.0000	0.0000	0.0000
SNORA4	0.0000	0.0000	0.0000
SNORA50	0.0000	0.0000	0.0000
SNORA51	0.0000	0.0000	0.0000
SNORA52	0.0000	0.0000	0.0000
SNORA53	0.4803	0.4026	1.1850
SNORA54	0.0000	0.0000	0.0000
SNORA55	0.0000	0.0000	0.0000
SNORA56	0.0000	0.0000	0.0000
SNORA57	0.9606	0.0000	0.0000
SNORA58	0.0000	0.0000	0.0000
SNORA59B	0.0000	0.0000	0.0000
SNORA5A	0.0000	0.8053	0.0000
SNORA5B	0.0000	0.0000	0.0000
SNORA5C	0.0000	0.0000	0.0000
SNORA61	0.0000	0.0000	0.0000
SNORA62	0.0000	0.0000	0.0000
SNORA63	0.0000	0.0000	0.0000
SNORA64	0.0000	0.0000	0.0000
SNORA65	0.0000	0.0000	0.0000
SNORA66	0.0000	0.0000	0.0000
SNORA67	0.0000	0.0000	1.7775
SNORA68	0.0000	0.0000	0.0000
SNORA69	0.0000	0.0000	0.0000
SNORA6	0.0000	0.0000	0.0000
SNORA70B	0.0000	0.0000	0.0000
SNORA70C	0.0000	0.0000	0.0000
SNORA70	0.0000	0.0000	0.0000
SNORA71A	0.0000	0.0000	0.0000
SNORA71B	0.0000	0.4026	0.0000
SNORA71C	0.0000	0.0000	0.0000
SNORA71D	0.0000	0.0000	0.0000
SNORA72	0.0000	0.0000	0.0000
SNORA74A	0.0000	0.0000	0.0000
SNORA74B	0.0000	0.0000	0.0000
SNORA75	0.0000	0.0000	0.0000
SNORA76	0.9606	0.0000	0.0000
SNORA77	0.0000	0.0000	0.0000
SNORA78	0.0000	0.0000	0.0000
SNORA79	0.0000	0.0000	0.0000
SNORA7B	5.7733	6.0596	4.3134
SNORA80	0.0000	0.0000	0.0000
SNORA81	0.0000	0.0000	0.0000
SNORA84	0.0000	0.0000	0.0000
SNORA8	177.6801	175.9777	154.6497
SNORA9	0.0000	0.0000	0.0000
SNORD102	0.0000	0.0000	0.0000
SNORD103A	0.0000	0.0000	0.0000
SNORD104	0.0000	0.0000	0.0000
SNORD105B	0.0000	0.0000	0.0000
SNORD105	0.0000	0.0000	0.0000
SNORD109B	0.0000	0.0000	0.0000
SNORD10	0.0000	0.0000	0.0000
SNORD110	0.0000	0.0000	0.0000
SNORD111B	0.0000	0.0000	0.0000
SNORD111	0.0000	0.0000	0.0000
SNORD113-1	0.0000	0.0000	0.0000
SNORD113-2	0.0000	0.0000	0.0000
SNORD113-4	0.0000	0.0000	0.0000
SNORD113-5	0.0000	0.0000	0.0000
SNORD113-6	0.0000	0.0000	0.0000
SNORD113-7	0.0000	0.0000	0.0000
SNORD113-9	0.0000	0.0000	0.0000
SNORD114-10	0.0000	0.0000	0.0000
SNORD114-11	0.0000	0.0000	0.0000
SNORD114-12	0.0000	0.0000	0.0000
SNORD114-13	0.0000	0.0000	0.0000
SNORD114-14	0.0000	0.0000	0.0000
SNORD114-15	0.0000	0.0000	0.0000
SNORD114-16	0.0000	0.0000	0.0000
SNORD114-17	0.0000	0.0000	0.0000
SNORD114-18	0.0000	0.0000	0.0000
SNORD114-19	0.0000	0.0000	0.0000
SNORD114-1	0.0000	0.0000	0.0000
SNORD114-20	0.0000	0.0000	0.0000
SNORD114-21	0.0000	0.0000	0.0000
SNORD114-22	0.0000	0.0000	0.0000
SNORD114-23	0.0000	0.0000	0.0000
SNORD114-24	0.0000	0.0000	0.0000
SNORD114-25	0.0000	0.0000	0.0000
SNORD114-26	0.0000	0.0000	0.0000
SNORD114-27	0.0000	0.0000	0.0000
SNORD114-28	0.0000	0.0000	0.0000
SNORD114-29	0.0000	0.0000	0.0000
SNORD114-2	0.0000	0.0000	0.0000
SNORD114-30	0.0000	0.0000	0.0000
SNORD114-31	0.0000	0.0000	0.0000
SNORD114-3	0.0000	0.0000	0.0000
SNORD114-4	0.0000	0.0000	0.0000
SNORD114-5	0.0000	0.0000	0.0000
SNORD114-6	0.0000	0.0000	0.0000
SNORD114-7	0.0000	0.0000	0.0000
SNORD114-8	0.0000	0.0000	0.0000
SNORD114-9	0.0000	0.0000	0.0000
SNORD115-10	0.0000	0.0000	0.0000
SNORD115-11	0.0000	0.0000	0.0000
SNORD115-13	0.0000	0.8053	0.0000
SNORD115-14	0.0000	0.0000	0.0000
SNORD115-16	0.0000	0.0000	0.0000
SNORD115-17	0.0000	0.0000	0.0000
SNORD115-1	0.0000	0.0000	0.0000
SNORD115-20	0.0000	0.0000	0.0000
SNORD115-22	0.0000	0.0000	0.0000
SNORD115-25	0.0000	0.0000	0.0000
SNORD115-26	0.0000	2.4158	2.9625
SNORD115-2	0.0000	0.0000	0.0000
SNORD115-30	0.0000	0.0000	0.0000
SNORD115-31	0.0000	0.0000	0.0000
SNORD115-32	0.0000	0.0000	0.0000
SNORD115-33	0.0000	0.0000	0.0000
SNORD115-35	0.0000	0.0000	0.0000
SNORD115-37	0.0000	0.0000	0.0000
SNORD115-38	0.0000	0.0000	0.0000
SNORD115-39	0.0000	0.0000	0.0000
SNORD115-3	0.0000	0.0000	0.0000
SNORD115-40	0.0000	0.0000	0.0000
SNORD115-41	0.0000	0.0000	0.0000
SNORD115-44	0.0000	0.0000	0.0000
SNORD115-48	0.0000	0.0000	0.0000
SNORD115-4	0.0000	0.0000	0.0000
SNORD115-5	0.0000	0.0000	0.0000
SNORD115-6	0.0000	0.0000	0.0000
SNORD115-7	0.0000	0.0000	0.0000
SNORD115-8	0.0000	0.0000	0.0000
SNORD115-9	0.0000	0.0000	0.0000
SNORD116-10	0.0000	0.0000	0.0000
SNORD116-11	0.0000	0.0000	0.0000
SNORD116-12	0.0000	0.0000	0.0000
SNORD116-13	0.0000	0.0000	0.0000
SNORD116-14	0.0000	0.0000	0.0000
SNORD116-15	0.0000	0.0000	0.0000
SNORD116-16	0.0000	0.0000	0.0000
SNORD116-18	0.0000	0.0000	0.0000
SNORD116-19	0.0000	0.0000	0.0000
SNORD116-1	0.0000	0.0000	0.0000
SNORD116-20	1.9212	25.7683	16.5901
SNORD116-22	0.0000	0.0000	0.0000
SNORD116-23	0.0000	0.0000	0.0000
SNORD116-24	0.0000	0.0000	0.0000
SNORD116-25	0.0000	0.0000	0.0000
SNORD116-26	0.0000	0.0000	0.0000
SNORD116-27	0.0000	0.0000	0.0000
SNORD116-28	17.9587	108.1586	116.3857
SNORD116-29	0.0000	0.0000	0.0000
SNORD116-2	0.0000	0.0000	0.0000
SNORD116-3	0.0000	0.0000	0.0000
SNORD116-4	0.0000	245.5321	69.7971
SNORD116-5	0.0000	0.0000	0.0000
SNORD116-8	0.0000	0.0000	0.0000
SNORD117	0.0000	0.0000	0.0000
SNORD119	0.0000	0.0000	0.0000
SNORD11B	0.0000	0.0000	0.0000
SNORD11	0.0000	0.0000	0.0000
SNORD121A	0.0000	0.0000	0.0000
SNORD121B	0.0000	0.0000	0.0000
SNORD123	0.0000	0.0000	0.0000
SNORD124	0.0000	0.0000	0.0000
SNORD125	0.0000	0.0000	0.0000
SNORD126	0.0000	0.0000	0.0000
SNORD127	0.0000	0.0000	0.0000
SNORD12B	0.0000	0.0000	0.0000
SNORD12C	0.0000	0.0000	0.0000
SNORD12	0.0000	0.0000	0.0000
SNORD15A	0.0000	0.0000	0.0000
SNORD15B	0.0000	0.0000	0.0000
SNORD16	0.0000	0.0000	0.0000
SNORD17	0.9606	0.8053	0.0000
SNORD18A	0.0000	0.0000	0.0000
SNORD18B	0.0000	0.0000	0.0000
SNORD18C	0.0000	0.0000	0.0000
SNORD19B	0.0000	0.0000	0.0000
SNORD19	0.0000	0.0000	0.0000
SNORD1A	0.0000	0.0000	0.0000
SNORD1B	0.0000	0.0000	0.0000
SNORD1C	11.2152	5.8905	24.6601
SNORD20	0.0000	0.0000	0.0000
SNORD21	0.0000	0.0000	0.0000
SNORD22	0.0000	0.0000	0.0000
SNORD23	0.0000	0.0000	0.0000
SNORD24	0.0000	0.0000	0.0000
SNORD25	0.0000	0.0000	0.0000
SNORD26	0.0000	0.0000	0.0000
SNORD27	0.0000	0.0000	0.0000
SNORD28	0.0000	0.0000	0.0000
SNORD29	0.0000	0.0000	0.0000
SNORD2	0.0000	0.0000	0.0000
SNORD30	0.0000	0.0000	0.0000
SNORD31	0.0000	0.0000	0.0000
SNORD32A	0.0000	0.0000	0.0000
SNORD32B	0.0000	0.0000	0.0000
SNORD33	0.0000	0.0000	0.0000
SNORD34	0.0000	0.0000	0.0000
SNORD35A	0.0000	0.0000	0.0000
SNORD35B	0.0000	0.0000	0.0000
SNORD36A	0.0000	0.0000	0.0000
SNORD36B	0.0000	0.0000	0.0000
SNORD36C	0.0000	0.0000	0.0000
SNORD37	0.0000	0.0000	0.0000
SNORD38A	0.0000	0.0000	0.0000
SNORD38B	0.0000	0.0000	0.0000
SNORD41	0.0000	0.0000	0.0000
SNORD42A	0.0000	0.0000	0.0000
SNORD42B	0.0000	0.0000	0.0000
SNORD43	0.0000	0.0000	0.0000
SNORD44	0.0000	0.0000	0.0000
SNORD45A	0.0000	0.0000	0.0000
SNORD45B	0.0000	0.0000	0.0000
SNORD45C	0.0000	0.0000	0.0000
SNORD46	0.0000	0.0000	0.0000
SNORD47	0.0000	0.0000	0.0000
SNORD48	0.0000	0.0000	0.0000
SNORD49A	0.0000	0.0000	0.0000
SNORD49B	0.0000	0.0000	0.0000
SNORD4A	0.0000	0.0000	0.0000
SNORD4B	0.0000	0.0000	0.0000
SNORD50A	0.0000	0.0000	0.0000
SNORD50B	0.0000	0.0000	0.0000
SNORD51	0.0000	0.0000	0.0000
SNORD52	0.0000	0.0000	0.0000
SNORD53	0.0000	0.0000	0.0000
SNORD54	0.0000	0.0000	0.0000
SNORD55	0.0000	0.0000	0.0000
SNORD56B	0.0000	0.0000	0.0000
SNORD56	0.0000	0.0000	0.0000
SNORD57	0.0000	0.0000	0.0000
SNORD58A	0.0000	0.0000	0.0000
SNORD58C	0.0000	0.0000	0.0000
SNORD59A	0.0000	0.0000	0.0000
SNORD59B	0.0000	0.0000	0.0000
SNORD5	0.0000	0.0000	0.0000
SNORD60	0.0000	0.0000	0.0000
SNORD61	0.0000	0.0000	0.0000
SNORD62A	0.0000	0.0000	0.0000
SNORD63	0.0000	0.0000	0.0000
SNORD65	0.0000	0.0000	0.0000
SNORD66	0.0000	0.0000	0.0000
SNORD67	0.0000	0.0000	0.0000
SNORD68	0.0000	0.0000	0.0000
SNORD69	0.0000	0.0000	0.0000
SNORD6	0.0000	0.0000	0.0000
SNORD70	0.0000	0.0000	0.0000
SNORD71	0.0000	0.0000	0.0000
SNORD72	0.0000	0.0000	0.0000
SNORD73A	0.0000	0.0000	0.0000
SNORD74	0.0000	0.0000	0.0000
SNORD75	0.0000	0.0000	0.0000
SNORD76	0.0000	0.0000	0.0000
SNORD77	0.0000	0.0000	0.0000
SNORD78	0.0000	0.0000	0.0000
SNORD79	0.0000	0.0000	0.0000
SNORD7	0.0000	0.0000	0.0000
SNORD80	0.0000	0.0000	0.0000
SNORD81	0.0000	0.0000	0.0000
SNORD82	0.0000	0.0000	0.0000
SNORD84	0.0000	0.0000	0.0000
SNORD85	0.0000	0.0000	0.0000
SNORD86	0.0000	0.0000	0.0000
SNORD87	0.0000	0.0000	0.0000
SNORD88A	0.0000	0.0000	0.0000
SNORD88B	0.0000	0.0000	0.0000
SNORD88C	0.0000	0.0000	0.0000
SNORD89	0.0000	0.0000	0.0000
SNORD8	0.0000	0.0000	0.0000
SNORD90	0.0000	0.0000	0.0000
SNORD91A	0.0000	0.0000	0.0000
SNORD91B	0.0000	0.0000	0.0000
SNORD92	0.0000	0.0000	0.0000
SNORD93	0.0000	0.0000	0.0000
SNORD94	0.0000	0.0000	0.0000
SNORD95	0.0000	0.0000	0.0000
SNORD96A	0.0000	0.0000	0.0000
SNORD96B	0.0000	0.0000	0.0000
SNORD97	0.0000	0.0000	0.0000
SNORD98	0.0000	0.0000	0.0000
SNORD99	0.0000	0.0000	0.0000
SNORD9	0.0000	0.0000	0.0000
SNPH	1018.2517	890.6184	301.5850
SNRK	600.8646	1032.7469	366.7605
SNRNP200	6483.1892	7011.4055	4514.8867
SNRNP25	699.3276	408.2672	1187.9722
SNRNP27	700.2882	404.2409	496.5190
SNRNP35	825.5764	354.2866	269.1631
SNRNP40	379.4428	309.2201	318.1751
SNRNP48	299.2315	243.9940	263.0721
SNRNP70	3221.9020	2099.7175	5871.1302
SNRPA1	663.7848	366.7963	209.1542
SNRPA	1873.6792	745.2688	1187.9722
SNRPB2	933.7176	471.0775	917.7900
SNRPB	4702.6897	2123.8753	3340.5421
SNRPC	1886.1671	856.7975	868.6121
SNRPD1	792.0269	371.6278	623.3151
SNRPD2	2252.6417	1501.4087	4601.9849
SNRPD3	2808.2805	1040.7230	1281.7894
SNRPE	1040.8261	669.5743	689.0831
SNRPF	888.0884	543.5510	1006.0732
SNRPG	1310.2786	421.9566	726.4109
SNRPN	5858.3093	6687.3565	8764.6571
SNTA1	206.0519	256.4756	964.0053
SNTB1	125.8405	1089.5178	2511.0354
SNTB2	585.4947	494.4301	751.8886
SNTG1	0.0000	1.2079	0.0000
SNTG2	0.9606	0.8053	2.3700
SNTN	0.0000	0.0000	0.0000
SNUPN	498.5591	356.3279	203.2292
SNURF	0.0000	246.4541	31.0769
SNW1	1018.7320	1153.5361	1227.0775
SNX10	215.6580	1682.5924	2918.0862
SNX11	622.4784	334.5858	369.7230
SNX12	78.7704	368.4068	245.2970
SNX13	1657.5408	1339.9539	1490.1496
SNX14	1128.2421	1676.9556	820.6192
SNX15	614.7935	411.8909	584.2097
SNX16	174.8319	226.2783	95.3933
SNX17	2439.0010	3111.9302	2028.1440
SNX18	1052.8338	547.9800	657.6803
SNX19	1196.4457	2512.8162	1662.5685
SNX1	3251.2008	2525.7004	2158.4950
SNX20	4.8031	7.9077	2.9625
SNX21	1687.6993	943.5079	731.5835
SNX22	262.2478	65.4556	117.1086
SNX24	165.2257	168.2995	241.1495
SNX25	588.8569	768.6214	283.8098
SNX27	941.0471	1423.1696	835.1770
SNX29	497.5985	407.4619	754.2586
SNX2	742.5552	1456.7167	1355.6510
SNX30	155.6196	494.0275	397.5707
SNX31	7.6849	0.4026	2.3700
SNX32	15.3698	2.8184	4.1475
SNX33	684.4380	579.7878	290.3274
SNX3	5484.6302	3968.3251	3665.2348
SNX4	668.5879	1251.3752	780.9213
SNX5	1329.9712	1609.3136	1730.1141
SNX6	741.5946	1377.8012	1537.5500
SNX7	276.1768	297.9465	366.7605
SNX8	129.6830	485.5722	287.9573
SNX9	1866.4745	1308.9514	1371.0561
SOAT1	8493.2757	16239.6939	15338.1721
SOAT2	0.4803	0.0000	0.0000
SOBP	1048.9914	750.5030	516.0717
SOCS1	780.4995	40.6657	188.4165
SOCS2	544.1883	1232.8542	84.7282
SOCS3	158.0211	797.2082	949.7852
SOCS4	376.0807	456.5829	747.7411
SOCS5	614.3132	588.6456	387.4981
SOCS6	483.6695	450.1408	343.0603
SOCS7	9.1258	204.9389	33.1803
SOD1	16393.8521	4125.7535	21045.1785
SOD2	4626.3208	1842.0340	5378.1662
SOD3	169.5485	255.6703	85.9132
SOHLH1	0.0000	0.4026	5.3325
SOHLH2	1.9212	2.6896	48.2654
SOLH	1569.6446	669.1717	2287.6611
SON	3278.0980	6757.7484	4875.7221
SORBS1	100.3842	205.7441	143.3862
SORBS2	3386.1671	5059.0508	5746.7042
SORBS3	2473.1028	1777.6131	353.1329
SORCS1	13.4486	184.4047	0.5925
SORCS2	3.8425	26.5736	120.8710
SORCS3	0.0000	1.2079	121.4635
SORD	248.7992	87.3708	1055.8436
SORL1	1865.0336	40.2630	641.6827
SORT1	2959.1739	551.6036	558.7320
SOS1	929.8751	930.0762	886.9797
SOS2	981.2680	1136.2229	1442.1567
SOSTDC1	0.4803	4.8316	0.0000
SOST	0.0000	0.0000	0.0000
SOX10	15.8501	0.4026	0.5925
SOX11	4.8031	5.6368	0.5925
SOX12	1000.4803	486.3775	857.3545
SOX13	259.3660	196.0810	526.7368
SOX14	0.0000	0.0000	0.0000
SOX15	15.8501	6.4421	11.2576
SOX17	40.3458	105.4892	21.9227
SOX18	148.4150	192.0547	94.2083
SOX1	55.7157	0.8053	15.4051
SOX21	16.3305	2.0132	3.5550
SOX2OT	0.0000	0.8053	1.1850
SOX2	0.0000	0.4026	2.3700
SOX30	2.4015	0.0000	21.3302
SOX3	170.9894	3.2210	236.4094
SOX4	314.1210	287.8807	374.4630
SOX5	18.2517	2.4158	0.5925
SOX6	313.6407	12.8842	13.6276
SOX7	40.7541	239.6335	62.2130
SOX8	301.1527	151.3890	1.1850
SOX9	24.0154	49.5235	17.7751
SP100	1622.4784	1366.9302	1074.8037
SP110	202.2094	130.0496	184.8615
SP140L	194.5245	152.5969	297.2063
SP140	6.7243	7.6500	9.1186
SP1	2975.0240	4413.2316	1794.6971
SP2	381.8444	671.1849	287.9573
SP3	881.8444	1385.8538	875.7221
SP4	176.7531	163.0653	185.4540
SP5	54.7550	49.5235	59.8430
SP6	495.6772	20.1315	45.6229
SP7	0.0000	1.2079	0.0000
SP8	1.4409	1.2079	0.5925
SP9	65.8021	0.4026	0.0000
SPA17	49.4717	52.7446	70.5081
SPACA1	0.0000	0.4026	0.0000
SPACA3	0.0000	0.0000	6.5176
SPACA4	0.0000	0.0000	0.0000
SPACA5	0.0000	0.4026	0.0000
SPAG11A	0.0000	0.0000	0.0000
SPAG11B	0.0000	0.0000	0.5925
SPAG16	283.3814	306.8044	303.9550
SPAG17	0.0000	3.6237	5.3325
SPAG1	48.5110	57.5761	37.3278
SPAG4	49.4717	72.8761	30.8103
SPAG5	138.3285	285.4649	400.8591
SPAG6	0.0000	0.8053	1.7775
SPAG7	4185.8790	685.6795	774.4038
SPAG8	23.0548	76.9024	11.2576
SPAG9	2001.4409	2088.4438	976.4479
SPAM1	0.0000	0.0000	0.0000
SPANXA2	0.0000	0.0000	0.0000
SPANXB2	0.0000	0.0000	0.0000
SPANXC	0.0000	0.0000	0.0000
SPANXE	0.0000	0.0000	0.0000
SPANXN1	0.0000	0.0000	0.0000
SPANXN2	0.0000	0.0000	0.0000
SPANXN3	0.0000	0.0000	0.0000
SPANXN4	0.0000	0.0000	0.0000
SPANXN5	0.0000	0.0000	0.0000
SPARCL1	3176.2728	4885.1145	5785.2170
SPARC	42260.3266	77375.4941	46215.3755
SPAST	280.0192	429.2040	293.2899
SPATA12	0.0000	34.2236	13.0351
SPATA13	112.1134	320.0912	181.3065
SPATA16	0.0000	0.0000	0.0000
SPATA17	0.0000	3.2210	1.7775
SPATA18	706.5322	137.6996	98.9483
SPATA19	0.0000	0.0000	0.0000
SPATA1	0.9654	0.8053	1.7775
SPATA20	4726.2536	880.1500	4895.8673
SPATA21	4.4140	3.2210	0.5925
SPATA22	0.0000	0.0000	0.8473
SPATA24	120.5572	53.5498	54.5104
SPATA2L	360.7109	98.2418	154.0513
SPATA2	645.0528	502.8853	289.1423
SPATA3	0.0000	0.0000	0.0000
SPATA4	0.0000	0.4026	0.5925
SPATA5L1	124.8799	201.7178	186.6390
SPATA5	117.6753	125.2180	93.6158
SPATA6	34.1018	204.9389	29.6252
SPATA7	140.7301	176.3521	373.8705
SPATA8	0.0000	0.0000	0.0000
SPATA9	5.7637	0.4026	23.7002
SPATC1	1.9212	2.0132	0.0000
SPATS1	0.0000	0.2255	0.0000
SPATS2L	1886.1671	1121.3256	338.9128
SPATS2	502.8818	417.9303	609.6875
SPC24	1.4409	17.7157	4.7400
SPC25	10.0865	40.2630	17.7751
SPCS1	3279.0394	3743.8304	1836.0480
SPCS2	1130.1633	605.5561	763.7387
SPCS3	1418.8280	1130.9887	1773.3669
SPDEF	1.4409	10.0658	19.5527
SPDYA	20.6244	1.4092	10.2622
SPDYC	0.0000	0.0000	0.0000
SPDYE1	5.5427	6.9051	3.5550
SPDYE2	0.9606	1.2079	0.5925
SPDYE3	24.1306	127.7949	57.4315
SPDYE4	0.0000	0.0000	0.0000
SPDYE5	5.2834	7.6500	1.1850
SPDYE6	24.9760	23.3526	4.1475
SPDYE7P	5.7637	5.6368	3.5550
SPDYE8P	4.8031	6.4421	11.2576
SPEF1	3.8425	12.8842	6.5176
SPEF2	167.6273	75.6945	275.5147
