Term	es	nes	pval	fdr	gene_set_size	matched_size	genes	DRUG
cluster_2	-0.11395167439372421	-2.122953158318803	0.0039603960396039604	0.005929775468052502	465	262	HIST1H2AC,HIST1H2BD,HIST1H1C,PNRC1,SQSTM1,ECH1,YPEL5,GABARAPL1,SAT1,IGBP1,TOX4,CD55,MBTPS1,KRT8,BTG1,MIR22HG,ATF4,ING4,TSG101,LAMP2,EIF1,NENF,KLHL24,NFKBIA,CAMLG,PINK1,DECR1,RPL18,PPP1R15A,SRRM2,TMEM59,UBXN1,TRIM38,CD46,NFE2L2,IST1,SPSB3,TACSTD2,SCAND1,RPS14,ZFAND5,HTATIP2,HDLBP,ME1,KLHDC2,TRADD,UBE2L6,SLC38A2,EIF3F,MLLT4,EIF4A2,CHMP1B,CITED2,RASAL2,MXI1,GNPDA1,ZBED2,MAP2,TAX1BP1,SPTSSA,CEBPD,UBE2D1,CYBRD1,GPR110,RPL3,ASS1,SCNN1A,HIGD2A,INHBB,KLK7,MVP,INADL,FILIP1L,UBE2H,ASPH,TPT1,ZFAND6,SNX6,USP3,IL13RA1,PDCD6,GULP1,RPL13,CDKN1B,ITM2B,FAM127B,CSNK1A1,CYB5A,PDLIM5,KIAA1462,STEAP4,CDKN2B,KYNU,TBC1D1,IGFBP5,CAST,POLR1D,ATP5G2,ATP6V1G1,EIF4B,JUN,BTF3,TDP2,MPST,H1F0,NR0B1,CASP4,MAP3K13,PCDH7,LIMCH1,BLVRB,RIPK2,KLF5,NACA,PAWR,SCAMP1,DDX17,TM4SF1,RPL13A,TCEAL1,SPINT1,CD9,PAIP1,SERPINB1,H2AFJ,KLK8,WIPI2,EIF3H,LEPROT,ST3GAL1,CTNND1,WWC1,GLTSCR2,SH3BGRL,PLEKHA1,NME3,PPP2R3A,ALDH3A2,FXYD3,MYOF,LYN,VAMP8,KRCC1,TNFSF10,RALGPS2,LCN2,STK38,SERINC3,COX7A2L,SNAP23,RABGAP1L,EIF2S3,DYNLRB1,LITAF,ARID5B,TPD52L1,COPS2,CRBN,PERP,SLC16A4,RAB11FIP1,RHOBTB3,PKP2,MYO6,NT5C2,PPT1,RNF13,GATA3,RNF7,PIR,PTTG1IP,PRSS22,TTC9,APP,EEF2,TLE1,HCFC1R1,CDK14,BATF,NTAN1,CTDSPL,CD47,SKAP2,TGFB2,QPRT,SCD,COBL,KRT18,RPL15,BPGM,PALLD,MYL12A,TP53BP2,H1FX,ATXN7L3B,KDELR1,IL6ST,RARRES1,VAMP3,GOLPH3,TMEM106B,OSGIN2,MLPH,STK3,EIF3E,HEBP1,EHF,ANXA11,TSPO,YWHAZ,IGFBP3,SERPINB6,ADD3,SH3YL1,TRAM1,PPAP2B,ARL6IP5,SRI,KRT13,CTSB,PHACTR2,TJP1,TMEM159,STAU1,GSTK1,LGALS3,HEG1,ABCC5,CAV1,RAB7A,CDC42EP3,NAMPT,CLIP4,SCRN1,BFAR,VGLL4,IFI16,VGLL1,MTUS1,SLC20A2,HEBP2,EPS8,DAB2,NPC2,GLUL,PGRMC2,VGLL3,MGST3,MAP4K3,WWP1,RARRES3,EHBP1,PLA2G16,SASH1,ELF3,CCDC6,DCAF6,WFDC2,PDLIM1,CHKA,KRT19,RAB25	PF-477736
cluster_3	-0.12051813471504028	-1.92513136337662	0.009853207319525437	0.013691784929042576	299	193	HIST1H2AC,HIST1H2BD,HIST1H1C,GRN,N4BP2L2,PNRC1,BEST1,GABARAPL1,SAT1,RAD50,CIR1,CD55,MBTPS1,NINJ1,BTG1,CCNL1,SMARCA1,MAP2K7,ING4,LRP10,KDM5B,PPP1R15A,JUNB,TMEM59,CSNK1D,TRIM38,SKIL,TACSTD2,CADM4,TAF7,BRD8,NEAT1,FBXO9,SLC38A2,PSAP,MYH14,CITED2,BSG,AUP1,ACBD3,UBE2D1,SERINC1,CYBRD1,S100A14,GPR110,ABCC1,ASS1,CAV2,SCNN1A,KLK7,MVP,TFPI,FILIP1L,UBE2H,ALDH3B1,PDCD6,PPP4R2,PPCS,TACC1,ITM2B,PDLIM5,RAP2B,SPTBN1,ALDH7A1,SOX4,ERP44,SVIL,STX16,CDIPT,TIMP2,EIF3L,CD63,CASP4,PHF20,TRIM2,PCDH7,OPTN,PRSS8,EPN2,KLF5,PAWR,RNF24,PAM,RPL13A,SEZ6L2,ZKSCAN1,SLC35E1,CD9,HIPK2,SERPINB1,H2AFJ,KLK8,APOBEC3C,GLTSCR2,SH3BGRL,PLEKHA1,DAZAP2,DHRS3,TMEM66,NME3,FXYD3,CUL5,MYOF,DNAJB6,BMPR2,MST4,LRRC42,CALCOCO2,MYO1C,RUFY1,LCN2,LMO7,SNAP23,RABGAP1L,NPEPPS,GDE1,COPS2,PERP,ERP29,RHOBTB3,DSP,ATP5O,TMC5,PKP2,MYO6,PPP1CB,PTOV1,RNF13,GATA3,PTTG1IP,EPB41L1,MBNL2,KAT6B,TLE1,LAMP1,MYCBP2,BATF,TGFB2,QPRT,GSN,ARPC3,DECR2,FAM134B,GBAS,MGAT4B,TMEM106B,AHNAK,MLPH,CAPG,ANXA11,IGFBP3,PPL,PPP1R12A,TFG,SRI,KRT13,PHACTR2,GOLGA3,KLHDC3,REST,PCYT1A,GSTK1,LGALS3,TSPAN3,HEG1,CTSH,CDC42EP3,LTBP3,CD59,NEDD9,RNF216,EPS8,CAMK2N1,REPIN1,ABI1,MAP4K5,REEP5,FZD2,RTN3,MGST3,RARRES3,PARP4,PLA2G16,NR1D2,EFR3A,ELF3,TIMP3,GNAQ,WFDC2,FOXO3,PDLIM1,KRT19,ADAM10	PF-477736
cluster_1	-0.13461538461539144	-1.7140859011220928	0.028853914447134785	0.031301219268438936	239	119	HIST1H2AC,TIPARP,GRN,TRAPPC6A,BEST1,GABARAPL1,RPL28,CIR1,EGR1,KRT8,FOS,RNF44,MAGED2,JUNB,SIK1,TMEM59,SRP14,RAB13,CES2,OBSL1,SKIL,ASAH1,CLSTN3,FBXO2,TM7SF2,ZFAND5,SLC29A3,TCEAL4,NEAT1,DAPK1,NDUFS2,PSAP,MYH14,CTSD,CYBRD1,KLK7,NCSTN,ALDH3B1,TACC1,ITM2B,RPS14P3,ADAMTSL4,CDKN2B,ERGIC3,SNCG,SOX4,SERF2,IGFBP5,XAF1,TIMP2,RPS28,KRT7,GATA2,PTGIS,MSLN,TNFRSF21,NGFRAP1,GOLGA2,SEZ6L2,TRIM29,PTPRF,ZKSCAN1,EPS8L2,CTNND1,CTSA,SH3BGRL,FAM114A1,DHRS3,NME3,KLK5,ANXA4,FAM127A,LAPTM4A,WBP5,ARFGAP1,FN1,HCFC1R1,NDRG1,EDIL3,CYP1B1,GSN,ALPP,ZDHHC7,PABPC3,LY6E,RPL36,FAM134B,TUBA1A,RARRES1,CST6,MUC1,RPL22,LMO4,UPK2,TMEM132A,CLU,TAX1BP3,IGFBP3,RBP1,KRT13,CLIC3,GSTK1,MMP14,TINAGL1,CTSH,NAMPT,NEDD9,DAB2,CAMK2N1,GLUL,TTC3,RARRES3,SEMA3C,MUC4,ELF3,PDLIM1,CBX6,PCYOX1,KRT19	PF-477736
cluster_4	-0.2145658976785141	-1.3507044517495135	0.13748019017432647	0.13075488040509028	142	28	BEST1,NUPR1,SNHG3,CACYBP,BUB1,PKP4,DIAPH3,ALDH2,ASNS,TBCA,NMU,PTMS,TOP1,DNAJB4,CALM3,GPX3,COX8A,CLIC4,CYP1B1,SMC4,MT1X,RPL36,NAP1L1,TPM1,ZFR,MTMR12,ENAH,H2AFV	PF-477736
cluster_1	-0.2545248868778535	-3.2234325148088003	0.0	0.0	239	119	SOX4,RBP1,CBX6,TTC3,RPL36,RPS28,TMEM132A,TNFRSF21,GOLGA2,ARFGAP1,GATA2,GLUL,MSLN,LMO4,KLK7,TIPARP,PCYOX1,ZKSCAN1,CST6,MYH14,MUC4,CLU,CLSTN3,OBSL1,FAM134B,FN1,ASAH1,MMP14,SEZ6L2,PSAP,NEAT1,RPL28,HIST1H2AC,ALPP,TRIM29,RPL22,CTSA,WBP5,MUC1,ADAMTSL4,TACC1,PABPC3,EGR1,SNCG,SRP14,KRT8,FOS,KLK5,NAMPT,CIR1,IGFBP5,ERGIC3,HCFC1R1,NCSTN,CTNND1,KRT13,NDRG1,SEMA3C,FBXO2,CES2,LAPTM4A,RAB13,ELF3,CTSH,GSTK1,KRT7,NME3,TINAGL1,CYP1B1,JUNB,EDIL3,SIK1,KRT19,UPK2,ANXA4,EPS8L2,NGFRAP1,NEDD9,PTPRF,DAB2,DAPK1,BEST1,CDKN2B,TCEAL4,CTSD,SLC29A3,RPS14P3,CLIC3,PTGIS,NDUFS2,RARRES1,ZFAND5,ZDHHC7,XAF1,LY6E,SKIL,FAM127A,CYBRD1,IGFBP3,TMEM59,RARRES3,TM7SF2,ITM2B,GSN,TRAPPC6A,PDLIM1,RNF44,DHRS3,SERF2,CAMK2N1,ALDH3B1,MAGED2,SH3BGRL,TIMP2,GABARAPL1,GRN,TUBA1A,TAX1BP3,FAM114A1	CHIR-99021
cluster_2	-0.15874412701348686	-2.956788230517746	0.0	0.0	465	262	GNPDA1,SQSTM1,TP53BP2,COX7A2L,COPS2,NACA,VGLL4,CCDC6,ZBED2,ATF4,CHKA,SLC20A2,ABCC5,HDLBP,EIF1,PKP2,KDELR1,PCDH7,BATF,PPP1R15A,POLR1D,RAB7A,NPC2,MLLT4,JUN,EIF3E,RNF7,ATXN7L3B,TPT1,RPL3,NFKBIA,HEBP1,GLUL,EEF2,PRSS22,HIST1H2BD,TRAM1,KLK7,H2AFJ,QPRT,SCD,BFAR,PAIP1,CSNK1A1,LYN,H1F0,TRIM38,RPL13A,KLK8,MYOF,CAMLG,CASP4,RPL18,SNX6,KLF5,RHOBTB3,TPD52L1,PALLD,EIF3H,RPS14,YWHAZ,ST3GAL1,GLTSCR2,PDCD6,NENF,PLEKHA1,ASPH,PDLIM5,EIF4B,MTUS1,RPL15,PERP,HIST1H2AC,USP3,RAB11FIP1,RPL13,HIST1H1C,TM4SF1,TLE1,MAP2,COBL,PPT1,ANXA11,VAMP3,TGFB2,SKAP2,TACSTD2,STAU1,NFE2L2,SRRM2,SERPINB1,SCNN1A,OSGIN2,RASAL2,MXI1,CTDSPL,SERINC3,SAT1,PIR,ARL6IP5,WWC1,ATP6V1G1,MAP4K3,APP,ASS1,EIF2S3,KLHL24,TTC9,MIR22HG,CTSB,TMEM159,HIGD2A,IL6ST,CD47,KRT8,EIF3F,ME1,SH3YL1,ALDH3A2,DDX17,KIAA1462,ZFAND6,EHBP1,NAMPT,IST1,HEBP2,IL13RA1,EHF,STK3,RAB25,MGST3,CLIP4,TDP2,IGFBP5,NTAN1,VAMP8,HTATIP2,UBXN1,INADL,LCN2,HCFC1R1,CTNND1,MPST,PHACTR2,WFDC2,KRT13,ADD3,BPGM,LGALS3,LAMP2,MAP3K13,UBE2D1,RNF13,GOLPH3,HEG1,ATP5G2,SCAND1,WIPI2,RABGAP1L,PAWR,RALGPS2,SPINT1,LIMCH1,DYNLRB1,ELF3,GULP1,GSTK1,NME3,TMEM106B,WWP1,EIF4A2,TSPO,CAST,PGRMC2,BLVRB,IGBP1,VGLL1,PPP2R3A,SPSB3,KRT19,FILIP1L,FAM127B,RIPK2,BTF3,TNFSF10,PPAP2B,TJP1,TBC1D1,MYO6,DAB2,LITAF,CDKN2B,NT5C2,SLC16A4,CD55,EPS8,STEAP4,ARID5B,GPR110,GATA3,RARRES1,TOX4,ZFAND5,CRBN,CEBPD,SNAP23,CYBRD1,IGFBP3,TMEM59,SERPINB6,CHMP1B,RARRES3,SASH1,TAX1BP1,KYNU,PLA2G16,NR0B1,ITM2B,CYB5A,CD46,MVP,KRT18,IFI16,VGLL3,TRADD,CDC42EP3,STK38,CDK14,PDLIM1,SCRN1,SPTSSA,LEPROT,PTTG1IP,UBE2H,SCAMP1,DCAF6,MLPH,INHBB,ING4,CD9,FXYD3,SRI,CAV1,H1FX,UBE2L6,SLC38A2,TCEAL1,MYL12A,SH3BGRL,GABARAPL1,CITED2,BTG1,KRCC1,PINK1,TSG101,YPEL5,CDKN1B,ECH1,MBTPS1,DECR1,PNRC1,KLHDC2	CHIR-99021
cluster_3	-0.16756476683936836	-2.6814967223309996	0.0	5.551484466946462e-05	299	193	AUP1,RNF216,COPS2,SOX4,CCNL1,PHF20,GOLGA3,REPIN1,PKP2,BMPR2,ATP5O,MGAT4B,PCDH7,MYCBP2,BATF,PPP1R15A,FOXO3,EPN2,LRRC42,ERP29,SLC35E1,NPEPPS,LAMP1,PPP4R2,KDM5B,HIST1H2BD,BSG,KLK7,H2AFJ,QPRT,BRD8,GNAQ,PPP1CB,PTOV1,TAF7,ZKSCAN1,REST,HIPK2,TRIM38,PCYT1A,SVIL,MYH14,RPL13A,PRSS8,STX16,KLK8,MYOF,CASP4,MAP2K7,TFG,KLF5,RNF24,RHOBTB3,FAM134B,RUFY1,GLTSCR2,SEZ6L2,PSAP,PDCD6,NEAT1,PLEKHA1,GDE1,PDLIM5,EIF3L,DNAJB6,PPL,PERP,HIST1H2AC,RTN3,TSPAN3,CSNK1D,ACBD3,N4BP2L2,HIST1H1C,TLE1,ANXA11,CADM4,EFR3A,TGFB2,PAM,TACSTD2,CAV2,MYO1C,CAPG,SERPINB1,SCNN1A,KLHDC3,SAT1,ABCC1,TACC1,MST4,DSP,ASS1,SERINC1,DAZAP2,PARP4,CD63,EPB41L1,FBXO9,MGST3,CIR1,APOBEC3C,LTBP3,LCN2,ERP44,PHACTR2,WFDC2,KRT13,MAP4K5,LGALS3,UBE2D1,RNF13,HEG1,RAD50,RABGAP1L,PAWR,RAP2B,ELF3,TMC5,CTSH,GSTK1,ALDH7A1,KAT6B,NME3,TMEM106B,PPCS,LMO7,SMARCA1,ARPC3,CDIPT,TMEM66,JUNB,S100A14,SPTBN1,CUL5,NR1D2,KRT19,FILIP1L,TIMP3,DECR2,NEDD9,MYO6,BEST1,PPP1R12A,CD55,EPS8,AHNAK,GPR110,GATA3,TRIM2,SNAP23,SKIL,MBNL2,CYBRD1,IGFBP3,TMEM59,REEP5,RARRES3,ABI1,PLA2G16,ITM2B,GSN,MVP,TFPI,CDC42EP3,CD59,PDLIM1,NINJ1,DHRS3,CALCOCO2,PTTG1IP,UBE2H,MLPH,ING4,CAMK2N1,CD9,FXYD3,SRI,GBAS,ALDH3B1,SLC38A2,ADAM10,OPTN,SH3BGRL,TIMP2,GABARAPL1,GRN,CITED2,BTG1,FZD2,LRP10,MBTPS1,PNRC1	CHIR-99021
cluster_0	-0.10890152698269735	-1.1565294195294926	0.2684179340312068	0.26793684631270404	275	82	TDG,NRCAM,WIPF2,M6PR,PTPN11,GRSF1,DDX27,HEXB,CTBP1,SAP18,POLR2A,UBQLN2,GOLIM4,MYO1B,CYFIP1,TAOK1,CSNK1A1,H1F0,HNRNPD,EIF4EBP2,GADD45GIP1,SNX6,TYMS,GNAS,PAICS,NCF2,PHTF1,VDAC1,IFT57,SMAP1,CCDC25,UBE2J1,PRDX2,GSTM4,NDUFS7,TMEM14B,USP14,MAP7D3,AGFG1,MEAF6,NDUFA5,CEP70,RNASEH2B,ASAP2,ZC3H15,STK3,SCP2,SMC4,MAP3K7,HINT1,MRPL33,NR3C1,FNBP1,VAPB,SOD1,SCFD1,NDUFA13,NOL7,HSPA4,CYP1B1,CCDC85B,DYNC1I2,WWC2,VPS4B,SUMO1,MDH1,HSPB11,DIAPH3,LSM4,AXL,GSTM3,ATP5H,IGFBP7,H2AFV,NDUFA4,COX5B,CMAS,INHBA,CDK2AP2,BNIP3L,CYB5R3,TPM1	CHIR-99021
cluster_4	-0.18598355287097573	-1.1598606374018898	0.26334379905808475	0.33084071680767435	142	28	ZFR,RPL36,ASNS,SNHG3,NMU,PTMS,ENAH,NUPR1,TOP1,CLIC4,TBCA,ALDH2,BUB1,CALM3,MTMR12,SMC4,GPX3,PKP4,NAP1L1,CYP1B1,DIAPH3,BEST1,CACYBP,H2AFV,COX8A,MT1X,DNAJB4,TPM1	CHIR-99021
cluster_7	0.07859193718504795	0.8766341336979269	0.6129285014691479	0.6051771298952565	371	91	GADD45A,SIVA1,MEX3D,RRP1B,MAZ,SLC7A1,H2AFX,BOK,RBM25,CDC42EP1,GOLIM4,NUP210,NCAPH2,CTBP2,MAP1B,PLOD1,PPP5C,PELP1,XRCC3,PEX5,ENAH,RAB32,GLO1,NUPR1,DGKD,VKORC1,HNRNPUL2,TYMS,PAICS,FN1,MTCH1,SMC6,ING2,UBE2I,CLIC4,XRCC2,RFC1,ROCK2,NF2,CLSPN,NNT,PRKDC,GSTM4,DDX11,COMMD4,USP14,DIO2,IDH2,UNKL,RTF1,CREBZF,MFAP5,ITM2C,DNAJC1,RIF1,CEP57,ICMT,RB1,ERC1,STXBP6,DOCK10,TWSG1,CPA4,MSH6,FARP2,EPAS1,MBD4,ADAMTS12,TIMELESS,PKP4,MAPK1IP1L,HTATSF1,NAP1L1,TPD52,CYP1B1,CCDC85B,H2AFY,RANBP1,NPAT,DIAPH3,PSIP1,SMCHD1,AXL,IGFBP7,MCAM,INHBA,FLNC,PLCB4,DUSP4,MATN2,TPM1	CHIR-99021
cluster_0	-0.20491078233185187	-2.172605141124586	0.0018065034122842231	0.0052324411350372305	275	82	UBQLN2,HNRNPD,SAP18,AGFG1,GNAS,BNIP3L,HEXB,MYO1B,CCDC25,ZC3H15,NCF2,CSNK1A1,NDUFA5,DIAPH3,NRCAM,WIPF2,CCDC85B,PRDX2,INHBA,GSTM4,POLR2A,TAOK1,GADD45GIP1,CYB5R3,HSPB11,SMAP1,HSPA4,UBE2J1,FNBP1,STK3,VPS4B,EIF4EBP2,VAPB,NR3C1,GRSF1,TYMS,CMAS,SUMO1,VDAC1,PHTF1,CDK2AP2,MEAF6,PAICS,IGFBP7,NDUFS7,SNX6,USP14,LSM4,H1F0,WWC2,SMC4,CYP1B1,TDG,MAP7D3,MAP3K7,M6PR,HINT1,COX5B,GOLIM4,IFT57,RNASEH2B,DYNC1I2,SCP2,DDX27,CTBP1,MDH1,NDUFA4,ASAP2,ATP5H,CEP70,SOD1,CYFIP1,H2AFV,SCFD1,AXL,MRPL33,TPM1,PTPN11,NDUFA13,NOL7,TMEM14B,GSTM3	NVP-AEW541
cluster_7	-0.18072483300130932	-2.019731107590803	0.004632426988922457	0.007546790098611391	371	91	DUSP4,NUPR1,CTBP2,ICMT,MSH6,ADAMTS12,FARP2,RB1,MEX3D,H2AFX,PKP4,EPAS1,CLIC4,BOK,DIAPH3,CREBZF,UNKL,CEP57,STXBP6,CCDC85B,PRKDC,RIF1,INHBA,RFC1,GSTM4,PEX5,MFAP5,PPP5C,TIMELESS,PLCB4,NAP1L1,ERC1,NPAT,NF2,CLSPN,ING2,TPD52,XRCC2,RAB32,TYMS,FN1,DOCK10,ITM2C,RANBP1,HNRNPUL2,MBD4,MAPK1IP1L,ENAH,PAICS,IGFBP7,TWSG1,NCAPH2,NUP210,IDH2,USP14,MTCH1,UBE2I,MATN2,DDX11,GADD45A,RTF1,XRCC3,COMMD4,ROCK2,CYP1B1,HTATSF1,CPA4,H2AFY,GLO1,DIO2,VKORC1,DGKD,PSIP1,GOLIM4,MAZ,CDC42EP1,MCAM,FLNC,SIVA1,DNAJC1,MAP1B,NNT,SMCHD1,RBM25,SMC6,AXL,PELP1,TPM1,SLC7A1,PLOD1,RRP1B	NVP-AEW541
cluster_4	-0.2733680227057935	-1.7172780781633399	0.024969794603302457	0.02512242570604414	142	28	NUPR1,BEST1,PKP4,CLIC4,DIAPH3,CACYBP,BUB1,ALDH2,NAP1L1,PTMS,DNAJB4,SNHG3,ENAH,TBCA,MT1X,SMC4,CYP1B1,CALM3,GPX3,RPL36,NMU,ZFR,TOP1,ASNS,MTMR12,COX8A,H2AFV,TPM1	NVP-AEW541
cluster_2	0.0818740334520239	1.5235685107917467	0.06028008930383601	0.1904193997217253	465	262	SQSTM1,ECH1,KLHL24,GNPDA1,MVP,LAMP2,YPEL5,ING4,UBE2L6,PNRC1,SPSB3,IGBP1,CEBPD,IL13RA1,GLTSCR2,KLHDC2,SCD,ITM2B,IST1,PINK1,BTG1,MPST,SCAMP1,GABARAPL1,ARID5B,CAMLG,CD55,GULP1,EIF4A2,CD46,SCNN1A,SRRM2,HIST1H2AC,MLLT4,RAB7A,TMEM159,NENF,OSGIN2,SPTSSA,HDLBP,ATF4,PDCD6,UBE2D1,INADL,MBTPS1,CRBN,UBXN1,MYOF,SH3BGRL,EIF3F,HIST1H2BD,WIPI2,RPL15,HCFC1R1,TRIM38,MGST3,SLC38A2,KIAA1462,MLPH,RASAL2,CAST,NR0B1,UBE2H,TPT1,EIF4B,TMEM59,CSNK1A1,TACSTD2,TAX1BP1,QPRT,RABGAP1L,TOX4,ALDH3A2,CTDSPL,PGRMC2,NPC2,NTAN1,MXI1,CDK14,TNFSF10,MAP2,PRSS22,CYB5A,SAT1,STK38,CDKN2B,TRADD,POLR1D,KRT8,GLUL,PDLIM5,RPL18,SPINT1,APP,CHMP1B,SKAP2,ABCC5,MAP3K13,NFE2L2,H2AFJ,PAWR,ME1,CDKN1B,SERINC3,DAB2,VGLL4,EEF2,RNF13,ATP5G2,FILIP1L,PAIP1,ASPH,ELF3,TSG101,TLE1,JUN,LEPROT,RALGPS2,TBC1D1,ARL6IP5,MTUS1,ST3GAL1,SH3YL1,NFKBIA,GPR110,NME3,TCEAL1,CTNND1,TTC9,RPL13A,PPP1R15A,IGFBP5,CASP4,GOLPH3,PLEKHA1,RAB11FIP1,RIPK2,RARRES3,DCAF6,FXYD3,IFI16,SASH1,COX7A2L,GSTK1,FAM127B,STK3,COBL,NACA,NT5C2,PERP,CD47,ZBED2,HTATIP2,RPL13,ZFAND6,RPS14,PPP2R3A,USP3,BTF3,CD9,HIGD2A,PPAP2B,ASS1,WWP1,CYBRD1,EPS8,SNAP23,SCAND1,DECR1,BLVRB,LGALS3,ZFAND5,HEBP2,PCDH7,KRT13,VGLL3,MAP4K3,STAU1,LITAF,ADD3,TM4SF1,GATA3,MYO6,CHKA,INHBB,KYNU,KRCC1,BFAR,TDP2,ANXA11,KLK8,CTSB,TRAM1,TP53BP2,KLF5,CLIP4,EIF2S3,BPGM,PIR,PKP2,RHOBTB3,CITED2,SNX6,LYN,SLC16A4,TGFB2,SRI,ATP6V1G1,LCN2,PLA2G16,HEG1,EIF1,TJP1,TSPO,H1F0,EIF3E,HIST1H1C,LIMCH1,MIR22HG,RPL3,VAMP8,KLK7,TPD52L1,DYNLRB1,KDELR1,YWHAZ,SERPINB1,PALLD,H1FX,VGLL1,STEAP4,PTTG1IP,MYL12A,KRT19,NAMPT,WFDC2,EIF3H,BATF,RARRES1,CDC42EP3,PHACTR2,CAV1,DDX17,EHBP1,KRT18,HEBP1,SERPINB6,IL6ST,EHF,ATXN7L3B,SCRN1,CCDC6,RNF7,TMEM106B,RAB25,IGFBP3,PPT1,WWC1,COPS2,VAMP3,SLC20A2,PDLIM1	NVP-AEW541
cluster_3	0.07388601036269318	1.1922536476456513	0.23506133755441236	0.2359703173656662	299	193	GRN,MVP,ING4,PNRC1,FOXO3,CIR1,OPTN,GLTSCR2,TRIM2,N4BP2L2,ITM2B,LRP10,MAP2K7,BTG1,GABARAPL1,TIMP2,CD55,SMARCA1,EIF3L,ZKSCAN1,CDIPT,MYH14,SCNN1A,HIST1H2AC,RAP2B,PSAP,CSNK1D,CD63,BEST1,PDCD6,UBE2D1,MBTPS1,MYOF,SH3BGRL,HIST1H2BD,TRIM38,PHF20,MGST3,SKIL,SLC38A2,CADM4,RNF24,MLPH,EFR3A,UBE2H,TMEM59,TACSTD2,ERP44,QPRT,RABGAP1L,SPTBN1,PRSS8,ABI1,FAM134B,PAM,DAZAP2,EPN2,SAT1,SVIL,AHNAK,PDLIM5,SLC35E1,MYO1C,ALDH3B1,H2AFJ,PAWR,CAMK2N1,FZD2,BMPR2,TMEM66,RNF13,CAV2,FILIP1L,FBXO9,HIPK2,SERINC1,ELF3,TLE1,DHRS3,CAPG,ABCC1,PTOV1,MGAT4B,NEAT1,KDM5B,LAMP1,GPR110,TMC5,NME3,TACC1,SOX4,ERP29,RPL13A,PPP1R15A,ALDH7A1,NPEPPS,CASP4,PPL,PLEKHA1,CD59,RARRES3,FXYD3,DNAJB6,TFPI,GSTK1,MBNL2,SEZ6L2,BRD8,BSG,PERP,GOLGA3,RAD50,CTSH,CCNL1,S100A14,REEP5,CD9,EPB41L1,GSN,APOBEC3C,ASS1,CYBRD1,EPS8,SNAP23,PPCS,PARP4,LGALS3,PPP4R2,PPP1CB,RUFY1,TIMP3,PCDH7,KRT13,STX16,TFG,GATA3,MYO6,ANXA11,KLK8,NINJ1,PCYT1A,NEDD9,KLF5,PKP2,RHOBTB3,CITED2,TGFB2,SRI,RTN3,DECR2,LCN2,CALCOCO2,PLA2G16,HEG1,ADAM10,LMO7,HIST1H1C,LTBP3,KLK7,KAT6B,MYCBP2,SERPINB1,REPIN1,CUL5,KLHDC3,ACBD3,TAF7,PTTG1IP,AUP1,KRT19,GDE1,WFDC2,BATF,CDC42EP3,PHACTR2,GNAQ,ARPC3,DSP,LRRC42,REST,MAP4K5,RNF216,TSPAN3,MST4,TMEM106B,IGFBP3,COPS2,PPP1R12A,GBAS,NR1D2,JUNB,ATP5O,PDLIM1	NVP-AEW541
cluster_1	0.10254451430921771	1.2934476930658454	0.16451738960531456	0.24219837010534687	239	119	GRN,TRAPPC6A,CTSD,TM7SF2,CIR1,ITM2B,CLSTN3,CES2,GABARAPL1,CTSA,MAGED2,FAM114A1,ANXA4,TIMP2,TIPARP,ZKSCAN1,MYH14,HIST1H2AC,RPL28,PSAP,RNF44,BEST1,FBXO2,ASAH1,SH3BGRL,SNCG,HCFC1R1,SKIL,DAPK1,SERF2,ADAMTSL4,TMEM59,ZDHHC7,PTGIS,FAM127A,ERGIC3,TUBA1A,OBSL1,FAM134B,CDKN2B,KRT8,GLUL,TNFRSF21,ALDH3B1,CAMK2N1,SLC29A3,DAB2,TCEAL4,LY6E,ELF3,LAPTM4A,DHRS3,EPS8L2,NEAT1,MMP14,PTPRF,NME3,TACC1,SOX4,CTNND1,RPS28,GOLGA2,IGFBP5,MSLN,RARRES3,GSTK1,FOS,GATA2,MUC1,SEZ6L2,TRIM29,KRT7,RPL22,FN1,CTSH,GSN,CYBRD1,KLK5,ZFAND5,RAB13,KRT13,NDUFS2,NDRG1,RPS14P3,NCSTN,NEDD9,SEMA3C,CLIC3,NGFRAP1,SRP14,XAF1,CLU,ALPP,TMEM132A,PABPC3,WBP5,KLK7,TTC3,SIK1,PCYOX1,CYP1B1,LMO4,MUC4,CST6,ARFGAP1,UPK2,TINAGL1,KRT19,NAMPT,TAX1BP3,RARRES1,RPL36,EDIL3,CBX6,IGFBP3,EGR1,RBP1,JUNB,PDLIM1	NVP-AEW541
